wards,imc,icu
0,0,0
0,0,0
0,0,0
0,0.002145922746781,0
0.034887991186192,0.052575107296137,0.012313860252005
0.11439588688946,0.1931330472103,0.039232531500573
0.085016525890562,0.216738197424893,0.043528064146621
0.057106132941609,0.120171673819742,0.042668957617411
0.049210429673155,0.071888412017167,0.042955326460481
0.045905251560779,0.048283261802575,0.043814432989691
0.041131105398458,0.033261802575107,0.042668957617411
0.039111274329783,0.025751072961373,0.041237113402062
0.035622475211164,0.022532188841202,0.038659793814433
0.031950055086302,0.01824034334764,0.036655211912944
0.029379360998898,0.015021459227468,0.033791523482245
0.026625045905252,0.016094420600858,0.031786941580756
0.024054351817848,0.010729613733906,0.030641466208477
0.021483657730444,0.008583690987124,0.028064146620848
0.020381931692986,0.006437768240343,0.024914089347079
0.019647447668013,0.005364806866953,0.024627720504009
0.018362100624311,0.006437768240343,0.02233676975945
0.017443995593096,0.006437768240343,0.020332187857961
0.015791406536908,0.005364806866953,0.018613974799542
0.013587954461991,0.005364806866953,0.018900343642612
0.012486228424532,0.003218884120172,0.017754868270332
0.011568123393316,0.003218884120172,0.016609392898053
0.01120088138083,0.002145922746781,0.015750286368843
0.009915534337128,0.001072961373391,0.015463917525773
0.009548292324642,0.001072961373391,0.014604810996564
0.00826294528094,0.001072961373391,0.014032073310424
0.008630187293426,0.003218884120172,0.013459335624284
0.007895703268454,0.003218884120172,0.012313860252005
0.007344840249725,0.002145922746781,0.011741122565865
0.007161219243481,0.002145922746781,0.011454753722795
0.006610356224752,0.002145922746781,0.010022909507446
0.006426735218509,0.004291845493562,0.010309278350516
0.00587587219978,0.004291845493562,0.010022909507446
0.00532500918105,0.003218884120172,0.009163802978236
0.005508630187293,0.003218884120172,0.009163802978236
0.004957767168564,0.003218884120172,0.008304696449026
0.004957767168564,0.003218884120172,0.008304696449026
0.004039662137349,0.001072961373391,0.007445589919817
0.003856041131105,0.001072961373391,0.007159221076747
0.003305178112376,0.001072961373391,0.007159221076747
0.00293793609989,0.002145922746781,0.006300114547537
0.003488799118619,0.002145922746781,0.006013745704467
0.002754315093647,0.002145922746781,0.005727376861397
0.00238707308116,0.001072961373391,0.005441008018328
0.002019831068674,0.002145922746781,0.005154639175258
0.002203452074917,0.002145922746781,0.005441008018328
0.002019831068674,0.001072961373391,0.005154639175258
0.001468968049945,0.001072961373391,0.004295532646048
0.001468968049945,0.001072961373391,0.004295532646048
0.001468968049945,0.001072961373391,0.004009163802978
0.001468968049945,0.001072961373391,0.003722794959908
0.001468968049945,0.001072961373391,0.003150057273769
0.001468968049945,0.001072961373391,0.002863688430699
0.001468968049945,0.001072961373391,0.002577319587629
0.001652589056188,0.001072961373391,0.002004581901489
0.001652589056188,0.001072961373391,0.001718213058419
0.001652589056188,0.001072961373391,0.001718213058419
0.001652589056188,0.001072961373391,0.001718213058419
0.001652589056188,0.001072961373391,0.001718213058419
0.001652589056188,0.001072961373391,0.001718213058419
0.001468968049945,0.002145922746781,0.001718213058419
0.001285347043702,0.002145922746781,0.002004581901489
0.001285347043702,0.001072961373391,0.002004581901489
0.001468968049945,0.001072961373391,0.002004581901489
0.001285347043702,0.001072961373391,0.001718213058419
0.001468968049945,0.001072961373391,0.001431844215349
0.001652589056188,0.001072961373391,0.00114547537228
0.001652589056188,0.001072961373391,0.00085910652921
0.001652589056188,0.001072961373391,0.00085910652921
0.001652589056188,0.001072961373391,0.00085910652921
0.001836210062431,0.001072961373391,0.00085910652921
0.001836210062431,0.001072961373391,0.00085910652921
0.001652589056188,0.001072961373391,0.00085910652921
0.001652589056188,0.001072961373391,0.00085910652921
0.001836210062431,0.001072961373391,0.00085910652921
0.001836210062431,0.001072961373391,0.00057273768614
0.001836210062431,0.001072961373391,0.00057273768614
0.001836210062431,0.001072961373391,0.00057273768614
0.001836210062431,0.001072961373391,0.00057273768614
0.001652589056188,0.001072961373391,0.00057273768614
0.001652589056188,0.001072961373391,0.00057273768614
0.001652589056188,0.001072961373391,0.00057273768614
0.001652589056188,0.001072961373391,0.00057273768614
0.001652589056188,0.001072961373391,0.00085910652921
0.001468968049945,0.001072961373391,0.00085910652921
0.001468968049945,0.001072961373391,0.00085910652921
0.001468968049945,0.001072961373391,0.00085910652921
0.001285347043702,0.001072961373391,0.00085910652921
0.001285347043702,0.001072961373391,0.00114547537228
0.000918105031216,0,0.00085910652921
0.000918105031216,0,0.00085910652921
0.000918105031216,0,0.00085910652921
0.000918105031216,0,0.00085910652921
0.000918105031216,0,0.00085910652921
0.000918105031216,0,0.00085910652921
0.000918105031216,0,0.00085910652921
0.000918105031216,0,0.00085910652921
0.000918105031216,0,0.00085910652921
0.001101726037459,0,0.00085910652921
0.000918105031216,0,0.00057273768614
0.000734484024972,0,0.00057273768614
0.000734484024972,0,0.00057273768614
0.000734484024972,0,0.00057273768614
0.000734484024972,0,0.00057273768614
0.000734484024972,0,0.00057273768614
0.000734484024972,0,0.00057273768614
0.000734484024972,0,0.00057273768614
0.000734484024972,0,0.00057273768614
0.000734484024972,0,0.00057273768614
0.000734484024972,0,0.00057273768614
0.000734484024972,0,0.00057273768614
0.000734484024972,0,0.00057273768614
0.000550863018729,0,0.00057273768614
0.000550863018729,0,0.00057273768614
0.000550863018729,0,0.00057273768614
0.000550863018729,0,0.00057273768614
0.000550863018729,0,0.00057273768614
0.000550863018729,0,0.00057273768614
0.000550863018729,0,0.00085910652921
0.000367242012486,0,0.00057273768614
0.000367242012486,0,0.00057273768614
0.000367242012486,0,0.00057273768614
0.000367242012486,0,0.00057273768614
0.000367242012486,0,0.00057273768614
0.000367242012486,0,0.00057273768614
0.000550863018729,0,0.00057273768614
0.000550863018729,0,0.00028636884307
0.000367242012486,0,0
0.000367242012486,0,0
0.000367242012486,0,0
0.000367242012486,0,0
0.000367242012486,0,0
0.000183621006243,0,0
0.000183621006243,0,0
0.000183621006243,0,0
0.000183621006243,0,0
0.000183621006243,0,0
0.000183621006243,0,0
0.000183621006243,0,0
0.000183621006243,0,0.00028636884307
0,0,0.00028636884307
0,0,0.00028636884307
0,0,0.00028636884307
0,0,0.00028636884307
0,0,0.00028636884307
0,0,0.00028636884307
0,0,0.00028636884307
0,0,0.00028636884307
0,0,0.00028636884307
0,0,0.00028636884307
0,0,0.00028636884307
0.000183621006243,0,0.00028636884307
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
